 	Lysis Plate Batch	dNTP.batch	oligodT.order.no	plate.type	preparation.site	date.prepared	date.sorted	tissue	subtissue	mouse.id	FACS.selection	nozzle.size	FACS.instument	Experiment ID 	Columns sorted	Double check	Plate	Location 	Comments
MAA001311	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Hippocampus	4_32_M_P11	Neurons	130	Sony SIM1	exp19			2	MACA6_2	
MAA001312	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Striatum	19_33_M_P11	Microglia	100	Sony SIM1	exp19			1	MACA7_9	
MAA001313	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Marrow	T cells	4_32_M_P11		100	Clark	exp20			1	MACA7_1	
MAA001314	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Marrow	KLS	19_33_M_P11		100	Clark	exp20			1	MACA7_9	
MAA001315	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Marrow	KLS	4_32_M_P11		100	Clark	exp20			1	MACA7_1	
MAA001316	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Heart	RV	4_33_M_P11	Viable	130	SIM1	exp19				MACA7_2	
MAA001317	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Heart	LV	4_32_M_P11	Viable	130	SIM1	exp19				MACA7_2	
MAA001318	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Heart	RV	4_32_M_P11	Viable	130	SIM1	exp19				MACA7_9	
MAA001319	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Heart	LV	4_33_M_P11	Viable	130	SIM1	exp19				MACA7_9	
MAA001320	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Thymus	Epithelium	19_33_M_P11	Multiple	100	Sony SIM1	exp19			1	MACA7_9	
MAA001321	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Heart	Aorta	19_33_M_P11	Multiple	130	Sony SIM1	exp19			1	MACA6_14	
MAA001322	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Thymus	Epithelium	4_32_M_P11	Multiple	100	Sony SIM1	exp19			1	MACA7_1	
MAA001323	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Heart	Aorta	4_32_M_P11	Multiple	130	Sony SIM1	exp19			1	MACA7_2	
MAA001324	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Hippocampus	4_32_M_P11	Microglia	100	Sony SIM1	exp19			1	MACA6_2	
MAA001325	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Hippocampus	19_33_M_P11	Microglia	100	Sony SIM1	exp19			1	MACA7_9	
MAA001326	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Hippocampus	19_33_M_P11	Neurons	130	Sony SIM1	exp19			1	MACA7_10	
MAA001327	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Cerebellum	4_32_M_P11	Microglia	100	Sony SIM1	exp19			1	MACA6_2	
MAA001328	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Liver	Other cells	4_32_M_P11	Viable	100	Sony SIM1	exp19			1	MACA7_2	
MAA001329	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Liver	Other cells	4_32_M_P11	Viable	100	Sony SIM1	exp19			2	MACA7_2	
MAA001330	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Liver	Other cells	4_32_M_P11	Viable	100	Sony SIM1	exp19			3	MACA7_2	
MAA001331	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Liver	Other cells	19_33_M_P11	Viable	100	Sony SIM1	exp19			3	MACA6_13	
MAA001332	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Lung		19_33_M_P11				exp19			4	MACA7_14	
MAA001333	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Lung		19_33_M_P11				exp19			3	MACA7_14	
MAA001334	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Lung		19_33_M_P11							2	MACA6_14	
MAA001335	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Lung		19_33_M_P11							1	MACA6_14	
MAA001336	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Cortex	4_32_M_P11	Viable	130	SIM1	exp19			1	MACA6_2	
MAA001337	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Cortex	4_33_M_P11	Viable	130	SIM1	exp19			2	MACA6_2	
MAA001338	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Cortex	4_33_M_P11	Viable	130	SIM1	exp19			1(extra)	MACA6_10	
MAA001339	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Cortex	4_33_M_P11	Viable	130	SIM1	exp19			1	MACA6_10	
MAA001340	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Cortex	19_33_M_P11	Microglia	100	Sony SIM1	exp19			1	MACA6_10	
MAA001341	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Hippocampus	19_33_M_P11	Neurons	130	Sony SIM1	exp19			2	MACA7_10	
MAA001342	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Striatum	4_32_M_P11	Neurons	130	Sony SIM1	exp19			2	MACA6_1	
MAA001343	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Striatum	4_32_M_P11	Neurons	130	Sony SIM1	exp19			1	MACA6_2	
MAA001344	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Tongue	NA	12_35_F	Multiple	100	Sony, Beckman	exp20			2	MACA5_13	
MAA001345	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Tongue	NA	12_35_F	Multiple	100	Sony, Beckman	exp20			1	MACA5_13	
MAA001346	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Tongue	NA	12_34_F	Multiple	100	Sony, Beckman	exp20			2	MACA5_13	
MAA001347	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Tongue	NA	12_34_F	Multiple	100	Sony, Beckman	exp20			1	MACA5_13	
MAA001348	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Heart	RV	12_35_F		130	Sony SIM1	exp20			1	MACA5_12	
MAA001349	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Heart	Aorta	12_34_F	Multiple	130	Sony SIM1	exp20			1	MACA5_10	
MAA001350	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Thymus	Thymus Flowthrough	12_34_F		100	Sony SIM1	exp20			2	MACA5_10	
MAA001351	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Thymus	Thymus Flowthrough	12_34_F		100	Sony SIM1	exp20			1	MACA5_10	
MAA001352	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Kidney	NA	12_35_F	PI -	100	Sony, Beckman	exp20			2	MACA5_13	
MAA001353	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Kidney	NA	12_35_F	PI -	100	Sony, Beckman	exp20			1	MACA5_13	
MAA001354	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Kidney	NA	12_34_F	PI -	100	Sony, Beckman	exp20			2	MACA5_13	
MAA001355	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Kidney	NA	12_34_F	PI -	100	Sony, Beckman	exp20			1	MACA5_13	
MAA001356	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Fat	BAT	19_29_M_P9	Multiple	100	Sony SIM1	exp18			2	MACA6_11	
MAA001357	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Skin	NA	19_29_M_P9	Multiple	100	Sony SIM1	exp18			1	MACA6_10	
MAA001358	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Skin	NA	19_29_M_P9	Multiple	100	Sony SIM1	exp18			2	MACA6_7	
MAA001359	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Fat	BAT	19_29_M_P9	Multiple	100	Sony SIM1	exp18			1	MACA6_10	
MAA001360	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Bladder		4_32_M_P11	Multiple	100	Sony, Beckman	exp19			2	MACA6_2	
MAA001361	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Bladder		4_32_M_P11	Multiple	100	Sony, Beckman	exp19			1	MACA6_2	
MAA001362	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Kidney		4_32_M_P11				exp19			2	MACA7_2	
MAA001363	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Spleen		19_33_M_P11	PI	100	Sony SIM1	exp19			2	MACA6_13	
MAA001364	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Colon	Proximal	19_33_M_P11		100	Clark	exp20			2	MACA7_10	
MAA001365	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Colon	Proximal	19_33_M_P11		100	Clark	exp20			1	MACA6_9	
MAA001366	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Colon	Proximal	4_32_M_P11		100	Clark	exp20			2	MACA6_1	
MAA001367	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Colon	Proximal	4_32_M_P11		100	Clark	exp20			1	MACA6_1	
MAA001368	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Lung		3_32_M_P11							4	MACA7_1	
MAA001369	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Lung		3_32_M_P11							3	MACA7_2	
MAA001370	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Lung		4_32_M_P11							2	MACA7_2	
MAA001371	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Lung		4_32_M_P11							1	MACA7_2	
MAA001372	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Spleen		19_33_M_P11	PI	100	Sony SIM1	exp19			1	MACA6_13	
MAA001373	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Spleen		4_32_M_P11	PI	100	Sony SIM1	exp19			2		
MAA001374	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Spleen		4_32_M_P11	PI	100	Sony SIM1	exp19			1	MACA7_1	
MAA001375	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Kidney		4_32_M_P11	PI -	100	Sony, Beckman	exp19			1	MACA7_1	
MAA001376	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Heart	LA	4_33_M_P11	Viable	130	SIM1	exp19				MACA6_14	
MAA001377	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Heart	LA	4_32_M_P11	Viable	130	SIM1	exp19				MACA7_2	
MAA001378	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Heart	RA	4_33_M_P11	Viable	130	SIM1	exp19				MACA6_14	
MAA001379	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Heart	RA	4_32_M_P11	Viable	130	SIM1	exp19				MACA7_2	
MAA001380	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Fat	GAT	19_29_M_P9	Multiple	100	Sony SIM1	exp18			2	MACA6_4	
MAA001381	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Fat	SCAT	19_28_M_P9	Multiple	100	Sony SIM1	exp18			1	MACA6_5	
MAA001382	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Fat	MAT	19_28_M_P9	Multiple	100	Sony SIM1	exp18			1	MACA6_3	
MAA001383	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Fat	MAT	19_28_M_P9	Multiple	100	Sony SIM1	exp18			2	MACA6_5	
MAA001384	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Marrow	B-cells	12_35_F		100	Clark	exp20			1	MACA7_5	
MAA001385	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Marrow	B-cells	12_34_F		100	Clark	exp20			2	MACA7_6	
MAA001386	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Marrow	B-cells	12_34_F		100	Clark	exp20			1	MACA7_6	
MAA001387	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Marrow	T cells	12_35_F		100	Clark	exp20			2	MACA7_5	
MAA001388	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Fat	GAT	19_29_M_P9	Multiple	100	Sony SIM1	exp18			1	MACA6_13	
MAA001389	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Fat	GAT	19_28_M_P9	Multiple	100	Sony SIM1	exp18				MACA6_3	
MAA001390	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Fat	GAT	19_28_M_P9	Multiple	100	Sony SIM1	exp18			1	MACA6_3	
MAA001391	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Skin	NA	19_29_M_P9	Multiple	100	Sony SIM1	exp18			3	MACA6_7	
MAA001392	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Marrow	B-cells	12_35_F		100	Clark	exp20			2	MACA7_6	
MAA001393	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Marrow	B cells	4_32_M_P11		100	Clark	exp20			1	MACA7_1	
MAA001394	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Marrow	Granulocytes	19_33_M_P11		100	Clark	exp20			1	MACA7_10	
MAA001395	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Marrow	Granulocytes	4_32_M_P11		100	Clark	exp20			1	MACA7_1	
MAA001396	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Skin	NA	4_32_M_P11	Multiple	100	Sony SIM1	exp19			1	MACA7_1	
MAA001397	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Thymus	Flowthrough	4_32_M_P11	Multiple	100	Sony SIM1	exp19			1	MACA7_1	
MAA001398	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Thymus	Flowthrough	19_33_M_P11	Multiple	100	Sony SIM1	exp19			2	BIohub_23	
MAA001399	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Fat	SCAT	19_29_M_P9	Multiple	100	Sony SIM1	exp18			2	MACA6_11	
MAA001400	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Fat	BAT	19_33_M_P11	Multiple	100	Sony SIM1	exp19			1	MACA6_14	
MAA001401	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Skin	NA	19_33_M_P11	Multiple	100	Sony SIM1	exp19			1	MACA6_13	
MAA001402	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Fat	BAT	19_33_M_P11	Multiple	100	Sony SIM1	exp19			2	MACA7_9	
MAA001403	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Cerebellum	4_33_M_P11	Viable	130	SIM1	exp19			1	MACA6_10	
MAA001404	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Fat	BAT	4_32_M_P11	Multiple	100	Sony SIM1	exp19			1	MACA6_1	
MAA001405	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Skin	NA	4_32_M_P11	Multiple	100	Sony SIM1	exp19			2	MACA7_1	
MAA001406	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Fat	BAT	4_32_M_P11	Multiple	100	Sony SIM1	exp19			2	MACA6_1	
MAA001407	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Skin	NA	4_32_M_P11	Multiple	100	Sony SIM1	exp19			3	MACA7_1	
MAA001408	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Bladder	NA	12_34_F	Multiple	100	Sony, Beckman	exp20			1	MACA5_13	
MAA001409	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Bladder	NA	12_35_F	Multiple	100	Sony, Beckman	exp20			2	MACA5_13	
MAA001410	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Bladder	NA	12_35_F	Multiple	100	Sony, Beckman	exp20			1	MACA5_13	
MAA001411	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Bladder	NA	12_34_F	Multiple	100	Sony, Beckman	exp20			2	MACA5_13	
MAA001412	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Tongue		4_32_M_P11	Multiple	100	Sony, Beckman	exp19			1	MACA6_9	
MAA001413	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Bladder	NA	19_33_M_P11	Multiple	100	Sony, Beckman	exp19			2	MACA6_10	
MAA001414	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Tongue		4_32_M_P11	Multiple	100	Sony, Beckman	exp19			2	MACA6_9	
MAA001415	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Bladder	NA	19_33_M_P11	Multiple	100	Sony, Beckman	exp19			1	MACA6_10	
MAA001416	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Trachea	NA	12_34_F		100	Clark	exp20			2	MACA7_4	
MAA001417	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Pancreas	Endocrine	12_35_F		100	Clark	exp20			2	MACA7_3	
MAA001418	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Tongue		19_33_M_P11	Multiple	100	Sony, Beckman	exp19			2	MACA7_9	
MAA001419	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Lung	EPCAM	12_35_F	Multiple	100	Aria	exp20			1	MACA7_3	
MAA001420	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Cerebellum	4_32_M_P11	Viable	130	SIM1	exp19			1	MACA6_2	
MAA001421	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Cortex	4_33_M_P11	Viable	130	SIM1	exp19			2	MACA6_10	
MAA001422	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Cerebellum	4_32_M_P11	Viable	130	SIM1	exp19			2	MACA6_2	
MAA001423	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Cerebellum	4_33_M_P11	Viable	130	SIM1	exp19			1	MACA6_10	
MAA001424	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Muscle	Diaphragm	12_35_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA				2	MACA20_8	
MAA001425	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Muscle	Diaphragm	12_35_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA				1	MACA18_11	
MAA001426	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Muscle	Diaphragm	12_35_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA				4	MACA20_8	
MAA001427	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Muscle	Diaphragm	12_35_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA				3	MACA20_8	
MAA001428	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Muscle	forelimb and hindlimb	12_34_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA				1	MACA20_8	
MAA001429	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Muscle	forelimb and hindlimb	12_34_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA				2	MACA20_8	
MAA001430	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Muscle	forelimb and hindlimb	12_34_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA				3	MACA17_2	
MAA001431	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Muscle	forelimb and hindlimb	12_34_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA				4	MACA20_8	
MAA001432	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Fat	MAT	19_29_M_P9	Multiple	100	Sony SIM1	exp18			1	MACA6_11	
MAA001433	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Fat	SCAT	19_28_M_P9	Multiple	100	Sony SIM1	exp18			2	MACA6_5	
MAA001434	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Fat	SCAT	19_29_M_P9	Multiple	100	Sony SIM1	exp18			1	MACA6_4	
MAA001435	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Fat	MAT	19_29_M_P9	Multiple	100	Sony SIM1	exp18			2	MACA6_4	
MAA001436	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Muscle	Diaphragm	12_34_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA				4	MACA20_8	
MAA001437	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Muscle	Diaphragm	12_34_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA				3	MACA20_8	
MAA001438	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Muscle	Diaphragm	12_34_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA				2	MACA20_8	
MAA001439	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Muscle	Diaphragm	12_34_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA				1	MACA20_8	
MAA001440	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170706	Muscle	forelimb and hindlimb	12_36_M	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA				1	MACA18_11	
MAA001441	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170706	Muscle	forelimb and hindlimb	12_36_M	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA				2	MACA18_11	
MAA001442	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170706	Muscle	forelimb and hindlimb	12_36_M	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA				3	MACA18_11	
MAA001443	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170706	Muscle	forelimb and hindlimb	12_36_M	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA				4	MACA18_11	
MAA001444	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170719	Muscle	Muscle Diaphragm	21_54_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp 30			4	MACA15_4	
MAA001445	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170719	Muscle	Muscle forelimb and hindlimb	21_55_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp 30			1	MACA15_13	
MAA001447	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170719	Muscle	Muscle forelimb and hindlimb	21_55_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp 30			3	MACA15_13	
MAA001448	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Muscle	forelimb and hindlimb	12_35_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp20			1	MACA17_2	
MAA001449	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Muscle	forelimb and hindlimb	12_35_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp20			2	MACA17_2	
MAA001450	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Muscle	forelimb and hindlimb	12_35_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp20			3	MACA17_2	
MAA001451	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Muscle	forelimb and hindlimb	12_35_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp20			4	MACA17_2	
MAA001452	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170707	Muscle	Diaphragm	3_38_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp21			4	MACA15_3	
MAA001453	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170707	Muscle	Diaphragm	3_38_F	CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+	70	Aria 3, VA	exp21			3	MACA15_3	
